ic_name,rhat,dhat,tau,alpha,loss,h0_loss,h1_loss,h0_distance,h1_distance
Many clusters,0.75,9.6e-05,0.75,0.000128,0.020153766480319767,0.005490981451953,0.03481655150868653,0.06947570768447764,0.020939944563359347
Many clusters,0.75,8.8e-05,0.75,0.00011733333333333333,0.024846109447101822,0.010316669963870354,0.03937554893033329,0.09523087168043201,0.022268756254027973
Many clusters,0.75,8e-05,0.75,0.00010666666666666668,0.04710038101710942,0.017669924041646752,0.07653083799257208,0.1246307854854536,0.031045659174296702
Many clusters,0.75,0.000104,0.75,0.00013866666666666666,0.05103109919605688,0.0029424427192610344,0.09911975567285274,0.050858318758806996,0.03533155585981694
Many clusters,0.75,0.000112,0.75,0.00014933333333333332,0.08803748176720917,0.002654273904712982,0.17342068962970536,0.048303751289518644,0.04673401627623862
Many clusters,0.75,7.2e-05,0.75,9.6e-05,0.09942409014757139,0.027722398500989735,0.17112578179415305,0.15610736455466817,0.04642376654987974
Many clusters,0.75,0.00012,0.75,0.00016,0.13807825824607603,0.00398881382558609,0.272167702666566,0.05921474646106773,0.05854650099356586
Many clusters,0.7,0.00012,0.7,0.00017142857142857145,0.14159647430386296,0.0834020012053241,0.1997909474024018,0.27076730766391804,0.050161504535055475
Many clusters,0.7,0.000128,0.7,0.00018285714285714286,0.1456565792465656,0.09332460885763326,0.19798854963549795,0.28642180683136076,0.04993472794992602
Many clusters,0.7,0.000112,0.7,0.00016,0.14820968415022762,0.07423291344604493,0.22218645485441027,0.25545019807848635,0.052898266565806665
Many clusters,0.75,0.000128,0.75,0.00017066666666666665,0.16341336889435934,0.006252860146285924,0.3205738776424328,0.07413910662365956,0.06353992768751447
Many clusters,0.7,0.000104,0.7,0.00014857142857142857,0.16596287395444717,0.06583457211868998,0.26609117579020436,0.24056641681181182,0.05788924524353902
Many clusters,0.75,0.000136,0.75,0.00018133333333333334,0.1758757982628449,0.009494579780722651,0.34225701674496717,0.09135784884811889,0.06565364330077605
Many clusters,0.7,0.000136,0.7,0.0001942857142857143,0.1860541931740147,0.10388024470121278,0.26822814164681663,0.30218609244744027,0.05812123332161642
Many clusters,0.75,0.000144,0.75,0.000192,0.1873931838516073,0.013705713192991914,0.3610806545102227,0.1097637183172762,0.06743490678569765
Many clusters,0.7,9.6e-05,0.7,0.00013714285714285716,0.1888048516744067,0.058924913760872874,0.3186847895879405,0.22759224965634164,0.06335243600060138
Many clusters,0.7,0.000144,0.7,0.00020571428571428574,0.19213954692073287,0.11501533972133907,0.2692637541201267,0.3179698003221413,0.05823332649572371
